firstletter#dxcc_ref#dxcc_name#dxcc_cont#time_offset#dxcc_lat#dxcc_long#dxcc_itu#dxcc_waz#dxcc_adif#dxcc_check#dxcc_checkfield#dxcc_altadi
1#^1A0KM/IBYO|^IBYO/1A0KM#Sovereign Military Order of Malta (no DXCC credit!)#EU#-1#41.9055N#12.4808E#28#15##R##0
1#^1A6SBO#U.S.A., CA (no DXCC credit!)#NA#8#35.47N#119.33W#06#03##R##0
2#^2M0CPN|^2M0GFC|^2M0SEG|^2M0SPX|^GM1FGN#Scotland, Shetlands#EU#0#60.40N#1.30W#27#14##R##279
3#^3A0AE|^3A0DY/M|^3A0II|^3A2TO#Monaco (no DXCC credit!)#EU#-1#43.75N#7.43E#27#14##R##0
3#^3D2/N1GXE#Fiji#OC#-12#18.1163S#178.4243E#56#32##R##0
3#^3D2AG/P|^3D2AG/R#Rotuma#OC#-12#12.4993S#177.0474E#56#32##R##460
3#^3D2AP|^3D2DD|^3D2DS#Rotuma#OC#-12#12.4993S#177.0474E#56#32##R#1989/01/01-#460
3#^3D2HA|^3D2XC|^3D2XN#Rotuma#OC#-12#12.4993S#177.0474E#56#32##R#1989/03/01-#460
3#^3D2HI|^3D2HK#Conway Reef (Ceva-I-Ra)#OC#-12#21.7389S#174.6397E#56#32##R#1989/01/01-#489
3#^3D2OQ|^3D2RJ|^3D2RW/P|^3D2RW/R#Rotuma#OC#-12#12.4993S#177.0474E#56#32##R#1989/01/01-#460
3#^3D2R#Rotuma#OC#-12#12.4993S#177.0474E#56#32##R#1#460
3#^3D2RI#Rotuma#OC#-12#12.4993S#177.0474E#56#32##R#2011/09/27-#460
3#^3D2VB/R|^3D2XR|^3D2XV|^3D2XX#Rotuma#OC#-12#12.4993S#177.0474E#56#32##R#1989/01/01-#460
3#^3D5X#Yasawa Group, Fiji Islands#OC#-12#16.7948S#177.5191E#56#32##R##176
3#^3G9SBY|^CE9AT#Pedro Aguirre Cerda Base, Deception Isl., South Shetland Islands#AN#4#62.56S#60.36W#73#13##R##241
3#^3K8A#Serbia, Kosovo (no DXCC credit!)#EU#-1#42.68N#21.15E#28#15##R##0
3#^3V1ALI|^3V/DJ6RA|^3V/DJ8LN#Tunisia (no DXCC credit!)#AF#-1#37N#10E#37#33##R##0
3#^3V8AA|^3V8AB|^3V8CW|^3V8FIJ|^3V8HA|^3V8JYC|^TS8WCY#Tunisia (no DXCC credit!)#AF#-1#37N#10E#37#33##R##0
3#^3V8AS#Tunisia (no DXCC credit!)#AF#-1#37N#10E#37#33##R#1983/11/01-#0
3#^3W4KW|^3W8/W3JZJ#Vietnam (no DXCC credit!)#AS#-7#11N#107E#49#26##R##0
3#^3X/DL5DAB|^3X/DL7AH|^3X/LA5KC|^3X/OA4CYC#Guinea (no DXCC credit!)#AF#0#9.54N#13.67W#46#35##R##0
3#^3X/ON5SQ|^3X/TU2QU|^3X0KLM#Guinea (no DXCC credit!)#AF#0#9.54N#13.67W#46#35##R##0
3#^3Y0Q#Bouvet Island (no DXCC credit!)#AN#-1#54.4333S#3.4E#67#38##R##0
3#^3Y2AQ|^3Y2GV|^3Y9YBA#Blue Fields Camp, Luitpold Coast, Antarctica#AN#0#77.30S#34.10W#67#38##R##13
3#^3Y2SNA|^3Y8XSA|^3Y9SDA#Troll Base, Jutulsessen, Dronning Maud Land, Antarctica#AN#0#72.0194S#2.5389E#67#38##R##13
3#^3Y3CC#Ellsworth Mountains Camp, Ellsworth Land, Antarctica#AN#0#80.00S#82.00W#74#38##R##13
3#^3Y5X#Bouvet Island, Norwegian Research Station Bouvetoya#AN#-1#54.4333S#3.4E#67#38##R##24
3#^3Y9WT#Terranova Bay, Terra Nova Bay, Scott Coast, Victoria Land, Antarctica#AN#-12#75.0S#164.0E#71#30##R##13
3#^3Z0BLY#ORP BLYSKAWICA Destroyer, Gdynia, Poland#EU#-1#54.518N#18.531E#28#15##R##269
4#^4J0GAT#Armenia#AS#-4#40N#45E#29#21##R##14
4#^4J0K|^4J0SFR|^4K3K#Azerbaijan, Nagorno Karabakh#AS#-4#39.52N#46.43E#29#21##R#1993/12/31-#18
4#^4K0COC#Drifting Polar Ice (no DXCC credit!)#NA#5#82.49N#169.21W#75#40##R##0
4#^4K1/N4GCK|^4K1/WA4JQS|^4K1/XE1L#Bellingshausen, Fildes Peninsula, King George Isl., South Shetland Islands#AN#4#62.1964S#58.9608W#73#13##R##241
4#^4K1/UA0QDB|^4K1CR#Druzhnaya I Base, Filchner Ice Shelf, Princess Astrid Coast, Antarctica#AN#0#77.5667S#40.2167W#73#13##R##13
4#^4K1/UA1GZ|^4K1/UA3XBP#Molodezhnaya Base, Alasheyev Bight, Enderby Land, Antarctica#AN#-6#67.6717S#45.8558E#69#39##R##13
4#^4K1A|^4K1ANO|^4K1CEY|^4K1OC|^4K1QAV#Molodezhnaya Base, Alasheyev Bight, Enderby Land, Antarctica#AN#-6#67.6717S#45.8558E#69#39##R##13
4#^4K1ADQ|^4K1F|^4K1GAG|^4K1GDW|^4K1GM#Bellingshausen, Fildes Peninsula, King George Isl., South Shetland Islands#AN#4#62.1964S#58.9608W#73#13##R##241
4#^4K1AFM|^4K1/UA1AFM#Novolazarevskaya Base, Schirmacher Oasis, Princess Astrid Coast, Dronning Maud Land, Antarctica#AN#0#70.7739S#11.865E#67#38##R##13
4#^4K1AH|^4K1B|^4K1ZZ#Mirny Base, Davis Sea Coast, Guillaume II. Coast, Antarctica#AN#-6#66.5519S#93.0147E#69#29##R##13
4#^4K1C#Vostok, Wilkes Land (Geomagnetic Pole), Antarctica#AN#-6#78.4667S#106.8E#70#29##R##13
4#^4K1D#Novolazarevskaya Base, Schirmacher Oasis, Princess Astrid Coast, Dronning Maud Land, Antarctica#AN#0#70.7739S#11.865E#67#38##R##13
4#^4K1DV#Progress Station, Christensen Coast, Prydz Bay, Larsemann Hills, Princess Elizabeth Land, Antarctica#AN#-5#69.3789S#76.3869E#73#13##R##13
4#^4K1E#Komsomol'skaya Base, Wilkes Land, Antarctica#AN#0#74.0333S#97.4667E#69#29##R##13
4#^4K1G#Leningradskaya Base, Oats Coast, Antarctica#AN#0#69.5S#159.3833E#69#30##R##13
4#^4K1H|^4K1LPK#Russkaya Base, Cape Burks, Marie Byrd Land, Antarctica#AN#6#74.7667S#136.8167W#72#32##R##13
4#^4K1K#Komsomol'skaya Base, Wilkes Land, Antarctica#AN#0#74.0333S#97.4667E#69#29##R##13
4#^4K1L#Pioneerskaya Base, Reine Mary Coast, Antarctica#AN#0#69.65S#95.4333E#69#29##R##13
